5C,PY,NAu,NAf,NAC,NP,NWT,NWA,NR,AFs,NF,NT,NSF,NWDL,NPSDL,NNSDL,NSSDL,NQDL,NWAR,NPSAR,NNSAR,NSSAR,NFAR,SAD,NDR
31,2014,7,2,1,19,15,139,31,4,5,0,0,656,12,5,10,0,642,7,3,4,0,68,0
1,2014,4,1,1,10,19,150,29,2,4,0,0,723,14,9,10,0,385,2,1,2,0,86,0
86,2014,5,4,1,39,10,150,56,10,8,0,0,955,19,9,8,3,1654,20,6,10,0,98,0
29,2014,4,1,1,15,10,152,29,2,5,2,0,1922,34,23,20,2,2071,11,3,5,0,61,0
31,2014,5,2,2,41,10,150,53,6,7,0,2,716,10,11,10,4,1504,19,12,17,0,105,0
190,2014,4,4,1,24,9,122,96,2,7,3,2,775,17,6,13,1,1263,16,7,5,0,73,0
47,2014,4,3,1,17,7,149,65,2,6,0,2,1110,16,12,13,5,1330,13,8,4,0,55,0
59,2014,11,3,2,19,9,151,43,4,9,0,1,3225,78,33,60,21,4084,46,13,24,2,36,0
90,2014,10,5,2,26,6,150,93,10,8,0,0,2960,49,25,35,16,6428,72,37,46,0,158,0
22,2014,5,2,1,43,14,152,62,6,6,2,0,682,12,6,7,9,2061,27,15,13,0,76,0
20,2014,7,2,1,17,13,150,56,2,7,2,0,1717,32,16,14,8,3669,45,10,19,2,87,0
234,2014,14,6,2,21,16,149,65,6,8,0,1,839,16,11,8,1,1430,27,7,13,0,144,0
112,2014,5,3,1,23,11,150,59,7,8,0,3,870,18,5,7,0,2870,35,13,18,0,179,0
22,2014,7,2,1,11,15,147,43,4,5,0,0,1748,33,19,20,10,4697,47,28,33,1,112,0
90,2014,11,3,1,25,11,149,67,10,6,0,1,829,14,4,10,2,1577,28,7,22,0,132,0
36,2014,5,3,1,23,12,152,51,4,8,0,0,1296,26,14,16,2,1583,14,3,11,0,103,0
42,2014,5,2,1,18,13,180,79,4,7,0,0,1258,36,5,21,3,827,8,0,5,0,104,0
42,2014,4,2,1,19,11,141,59,3,9,2,0,823,18,8,7,1,488,6,0,3,0,49,0
27,2013,2,1,1,24,11,161,61,2,7,0,0,1854,28,14,17,20,3848,43,17,15,0,91,0
46,2013,7,2,1,19,12,149,40,2,5,0,0,855,11,13,10,2,937,15,6,10,0,56,0
0,2019,8,4,1,22,14,150,58,3,6,0,1,682,16,5,10,7,1589,22,6,12,2,116,1
0,2019,13,5,3,27,11,171,108,5,5,3,2,953,12,11,12,11,3604,59,16,32,0,172,0
0,2019,15,4,2,18,8,151,51,2,5,2,1,1000,15,11,13,2,1579,22,7,8,1,87,3
0,2019,19,6,2,29,13,150,115,8,7,3,1,1112,25,7,15,25,2929,34,11,19,0,67,0
0,2019,4,1,1,29,15,145,74,5,9,0,3,763,14,8,6,1,640,4,3,1,0,75,1
0,2019,16,5,2,23,14,150,79,12,4,0,2,690,11,4,9,4,1557,18,10,14,0,211,1
0,2019,2,1,1,26,15,153,51,1,7,0,1,1991,43,11,26,11,3343,35,11,27,0,205,1
0,2019,7,1,1,28,13,150,99,4,5,0,6,1003,13,6,8,6,1900,25,16,15,1,131,2
0,2019,8,3,1,23,14,137,68,6,8,3,2,735,13,7,5,3,1123,9,8,12,0,69,1
1,2019,19,12,5,21,18,156,53,7,7,0,4,790,13,9,7,10,1794,29,9,14,0,158,0
0,2019,17,8,3,24,13,148,75,8,5,2,3,1207,20,12,11,8,2447,33,18,31,0,97,1
0,2019,35,7,3,42,13,149,70,18,7,3,2,1007,22,14,15,2,860,10,1,7,0,217,2
0,2019,7,3,1,20,10,150,55,9,5,2,1,450,8,2,4,1,1901,24,15,21,0,130,1
1,2019,33,9,2,36,12,206,61,12,10,0,1,1777,37,14,18,14,5616,90,14,53,0,100,1
1,2019,6,2,2,23,15,147,49,5,13,0,1,1408,35,10,25,7,4145,54,30,35,3,133,1
1,2019,17,8,2,27,7,148,70,6,6,0,3,905,12,7,12,6,1164,11,5,5,1,66,2
0,2019,16,7,2,32,14,150,80,7,7,0,1,591,8,1,5,1,751,8,2,2,0,387,2
0,2019,8,1,1,31,11,147,90,4,8,5,2,2319,35,12,29,16,3790,41,14,34,0,168,0
1,2019,9,4,1,32,11,149,78,8,7,0,2,531,8,1,0,0,926,16,6,5,0,159,2
0,2019,2,1,1,20,8,147,40,3,7,0,1,1738,33,14,11,17,3035,17,14,8,0,65,2
1,2019,54,6,2,23,11,152,54,7,3,0,8,1649,25,12,14,16,4684,40,35,34,3,310,0
4,2019,6,2,1,21,16,150,74,4,4,0,4,698,10,3,7,1,1685,27,9,15,0,121,0
0,2019,16,7,2,29,11,151,85,2,8,2,1,1550,31,17,20,0,3437,30,15,28,0,184,1
0,2019,17,3,1,35,13,135,96,11,9,0,1,775,6,5,6,3,975,7,3,3,0,27,1
0,2019,7,2,1,16,16,156,12,6,6,0,2,1299,20,4,11,11,2996,43,15,24,1,61,2
0,2019,16,4,3,28,10,151,75,9,6,2,1,1644,28,9,17,3,4113,53,14,48,0,296,1
0,2019,10,4,1,23,17,149,43,6,4,3,2,1907,31,17,20,8,2807,21,11,11,0,193,2
2,2019,5,2,2,25,13,141,74,1,8,0,2,899,18,6,3,0,1340,12,3,5,0,101,2
3,2019,6,1,1,22,12,151,53,4,7,0,1,2368,35,15,26,23,5371,69,27,47,1,156,1
2,2019,5,2,1,24,15,150,95,5,5,0,5,790,13,6,9,7,1422,24,3,9,0,125,2
1,2019,3,3,1,18,11,196,66,3,4,0,4,1006,21,8,12,6,2567,26,8,9,0,195,1
0,2019,8,4,1,15,10,122,29,4,6,0,4,1010,13,18,16,2,1043,8,3,5,0,67,0
2,2019,7,2,1,28,7,138,102,6,5,0,1,2819,54,11,15,25,5063,57,21,28,0,262,1
0,2019,4,1,1,21,17,146,53,6,4,0,1,3560,51,27,17,3,2149,37,16,20,0,92,0
2,2019,13,5,3,28,15,150,100,8,7,0,6,3806,61,45,32,33,6548,43,36,30,0,216,2
3,2019,2,3,1,24,12,150,54,4,4,0,2,1313,27,5,13,9,5371,72,20,29,1,158,2
1,2019,5,1,1,30,15,161,100,6,7,2,3,1129,15,10,14,1,1677,19,9,8,0,121,3
1,2019,6,3,1,16,18,147,59,3,4,0,1,878,20,3,9,0,738,7,3,4,0,78,1
0,2019,3,2,2,17,14,146,48,2,4,0,1,3231,62,18,40,16,5049,60,24,29,1,140,1
1,2019,3,4,1,29,15,149,70,3,9,0,2,1567,24,4,11,18,4335,44,13,32,0,223,0
4,2019,2,1,1,25,13,148,74,5,4,2,1,1920,31,14,27,6,3438,41,10,24,0,183,0
3,2019,22,7,4,32,15,150,98,3,11,3,2,1964,31,12,17,4,3904,35,13,22,1,60,1
3,2019,15,8,5,31,17,140,54,1,13,6,1,1550,32,14,23,7,2352,32,16,19,0,132,1
1,2019,5,1,1,20,12,143,65,1,7,0,1,1765,41,7,16,6,2665,43,11,16,0,127,1
2,2019,16,2,2,26,11,148,96,1,5,0,3,1244,29,11,14,1,686,10,4,8,0,95,0
3,2019,3,1,1,34,6,148,81,5,5,0,1,1390,29,3,13,4,2413,35,8,22,0,258,0
1,2019,9,2,2,27,14,146,53,7,6,4,1,709,12,3,6,0,1068,9,7,6,0,203,0
6,2019,8,4,2,31,8,142,89,4,10,0,2,432,8,4,6,1,393,4,1,3,0,38,0
2,2018,6,2,1,17,14,138,74,9,4,2,2,2817,41,21,25,10,4184,41,17,20,0,187,1
1,2018,6,4,1,17,15,251,47,1,3,2,2,2379,39,17,25,7,4810,56,9,40,0,144,0
2,2018,2,3,1,26,10,149,56,3,8,0,1,865,12,6,9,4,1155,12,7,7,0,129,0
14,2018,2,2,1,29,8,146,46,2,6,0,1,917,18,5,14,8,1803,24,11,8,0,71,0
3,2018,4,2,2,18,11,129,63,4,5,0,1,4564,72,31,63,65,4279,34,23,23,1,7,0
6,2018,13,4,1,35,13,150,73,9,7,0,3,769,18,5,8,0,749,6,3,4,0,170,0
1,2018,3,2,1,28,11,118,85,4,6,0,1,1159,20,9,11,1,2116,14,13,9,0,173,1
3,2018,8,6,2,35,12,153,101,2,7,0,1,1019,18,6,6,0,2591,34,14,16,0,134,0
6,2018,7,1,1,20,13,148,55,2,6,2,1,1935,30,21,25,10,375,4,3,3,0,22,3
8,2018,21,4,2,32,12,152,74,4,5,2,1,1156,20,5,12,0,1497,19,5,12,0,96,0
3,2018,13,2,1,25,15,137,81,3,8,0,1,1402,23,10,18,1,2196,21,7,18,0,52,1
4,2018,5,3,2,22,13,146,68,4,8,0,6,486,7,1,3,0,374,3,5,3,0,80,1
2,2018,2,2,1,26,11,148,95,3,6,0,4,1410,33,11,19,4,1673,16,9,5,0,186,0
4,2018,4,1,1,41,6,109,143,0,4,0,0,4843,98,54,61,41,12179,140,73,73,0,156,1
8,2018,8,4,3,26,23,149,68,8,7,0,3,2925,43,12,26,9,2276,27,12,18,0,285,0
2,2018,10,3,1,27,14,148,77,4,8,4,5,1110,17,10,12,1,1081,7,3,6,0,99,0
9,2018,10,3,1,27,15,149,61,5,6,3,2,1381,28,4,7,2,902,11,5,7,0,58,0
13,2018,4,2,2,24,12,150,54,12,7,0,1,834,9,6,8,5,1498,19,7,8,0,72,0
3,2018,6,1,1,11,11,148,24,2,6,3,1,1015,18,5,9,4,1752,24,7,13,0,72,0
8,2018,2,2,2,13,12,150,41,2,4,0,1,1038,17,7,15,2,2535,25,14,20,2,139,0
5,2018,7,2,1,23,14,148,58,3,7,0,4,731,9,4,5,2,936,9,4,2,0,154,0
7,2018,6,1,1,23,16,150,39,4,7,0,1,2072,28,11,17,11,3521,36,14,21,4,175,0
3,2018,3,2,2,20,9,155,69,6,7,2,1,1715,29,12,19,2,2638,26,8,17,1,139,0
9,2018,7,1,1,29,9,145,54,1,8,0,4,874,14,7,9,4,2031,17,19,18,0,110,0
4,2018,7,3,3,20,21,150,80,4,7,0,3,2166,34,24,22,4,3353,41,16,26,0,247,0
16,2018,9,3,2,17,14,196,53,7,4,0,1,1421,33,7,14,6,2379,31,13,14,3,159,0
9,2018,20,11,3,23,10,142,87,16,6,0,1,490,9,2,4,1,543,4,5,4,0,177,0
3,2018,2,1,1,22,12,138,64,1,9,0,1,3271,65,24,47,10,5319,47,17,20,0,115,0
5,2018,5,2,1,23,16,148,40,2,9,2,4,566,11,5,6,2,746,9,3,5,0,68,0
2,2018,6,3,2,18,10,146,52,2,4,0,3,1474,33,9,15,5,1856,23,6,16,0,190,0
7,2018,35,14,4,29,8,150,82,11,6,0,1,605,11,5,9,2,2064,32,22,20,4,165,0
6,2018,4,3,3,33,10,150,78,1,8,4,2,633,7,4,4,9,917,9,3,4,0,152,0
19,2018,8,3,1,21,16,148,50,13,8,0,1,2640,45,18,28,27,4155,30,17,24,0,141,0
16,2018,8,2,1,19,13,149,61,4,5,0,3,479,8,6,5,0,353,4,0,3,0,40,0
13,2018,9,2,1,12,7,73,44,7,2,0,1,466,7,7,3,6,825,5,10,3,0,106,0
8,2018,6,1,1,27,12,141,125,3,7,0,2,532,8,4,4,8,792,13,0,5,0,210,0
5,2018,2,2,1,19,19,152,50,4,6,0,2,638,9,7,6,4,968,10,6,8,0,163,0
3,2018,18,2,1,23,11,148,76,15,4,2,6,2535,47,16,39,10,3552,35,22,18,0,179,0
22,2018,7,3,1,23,13,150,63,2,11,0,1,1103,18,9,15,8,1517,18,2,5,0,121,0
2,2017,2,1,1,23,12,149,64,1,7,0,2,2343,43,22,31,29,4773,60,20,29,0,203,0
5,2017,3,1,1,25,14,150,79,4,10,2,1,3242,58,39,44,6,4218,71,21,41,0,258,0
4,2017,5,5,2,24,14,147,64,3,6,5,2,1652,27,15,23,4,2489,34,18,22,0,67,0
7,2017,12,1,1,37,11,151,61,4,11,0,1,2166,31,22,32,9,6980,99,44,77,0,145,0
8,2017,7,2,1,22,14,151,66,7,9,0,1,1247,20,10,10,7,2860,36,7,10,0,121,0
10,2017,7,5,4,24,14,150,62,4,8,0,1,1395,29,11,16,10,1823,13,7,9,0,169,0
22,2017,13,5,3,26,5,150,51,9,6,0,1,1687,27,11,16,8,4537,54,25,32,3,111,0
40,2017,8,4,2,23,14,147,55,5,8,2,1,2532,53,15,29,21,4068,44,9,19,0,79,0
14,2017,6,4,2,29,10,150,70,2,9,0,1,1958,34,13,23,9,2524,30,11,19,0,34,0
10,2017,3,1,1,31,12,154,103,3,10,0,1,639,12,1,10,0,1935,25,13,15,0,202,0
4,2017,12,6,2,20,16,150,39,3,4,0,16,524,6,5,3,0,904,13,4,6,0,192,0
33,2017,5,3,2,26,20,150,72,3,8,0,2,560,13,5,7,0,1232,17,4,11,0,112,0
5,2017,10,3,1,24,17,135,54,3,8,0,4,2006,28,14,18,8,5414,44,15,23,3,99,0
10,2017,19,5,3,34,14,150,87,5,8,0,1,1008,16,9,5,0,2782,30,12,23,1,253,0
7,2017,17,2,1,26,10,147,87,3,8,2,1,803,17,6,11,2,1558,17,10,11,1,174,0
10,2017,10,4,3,21,14,150,54,7,6,0,3,701,14,5,7,0,927,9,4,6,0,127,0
14,2017,12,4,2,23,16,150,44,6,9,0,1,855,19,4,15,6,1591,22,5,12,0,187,0
5,2017,12,6,2,26,17,142,58,7,7,2,1,3026,46,30,26,28,4239,38,24,27,0,69,0
84,2017,5,1,1,16,15,153,48,6,5,0,1,769,17,2,8,0,638,5,0,1,0,123,0
17,2017,4,1,1,25,8,149,106,4,6,3,2,1518,29,9,13,1,2575,30,14,23,0,134,0
8,2017,6,2,2,24,9,149,81,2,7,0,1,1026,16,7,7,13,2896,27,25,24,1,117,0
90,2017,14,5,3,33,8,150,89,8,9,0,5,2538,44,26,39,10,3913,36,15,28,1,43,0
27,2017,17,10,5,29,15,148,112,17,10,0,1,927,18,2,10,2,1323,18,1,7,0,106,0
5,2017,12,3,2,29,16,152,70,5,9,0,1,658,6,5,2,5,1418,22,7,7,0,153,0
40,2017,1,1,1,19,13,143,33,0,6,0,2,1798,34,20,17,0,2426,30,16,18,0,196,0
18,2017,21,9,2,22,8,150,53,9,4,0,0,900,11,9,6,1,1172,13,7,8,0,138,0
39,2017,46,5,1,35,8,156,53,4,10,0,0,608,14,3,9,0,347,3,1,0,0,153,0
12,2017,13,10,6,24,15,142,87,5,7,0,0,668,9,5,6,0,2397,38,18,21,0,126,0
7,2017,5,2,1,23,13,146,43,3,7,0,4,686,8,7,5,0,997,5,12,7,0,68,0
30,2017,10,4,1,22,8,151,45,7,5,0,5,1258,19,12,17,5,2038,25,7,11,0,80,0
5,2017,15,4,4,24,18,144,94,5,7,0,0,586,12,9,7,0,1355,20,12,15,0,130,0
61,2017,8,2,2,39,8,149,40,1,11,0,2,1554,27,12,16,12,4312,49,27,27,2,141,0
7,2017,11,6,2,23,18,146,66,12,5,0,0,2603,58,17,29,24,6937,74,38,44,0,216,0
11,2017,8,2,2,23,17,149,44,1,6,0,5,1611,29,7,14,7,2379,15,16,18,0,55,0
14,2017,3,2,1,23,19,150,40,7,7,0,0,853,21,5,10,1,2794,47,13,28,0,152,0
11,2017,13,4,2,26,16,153,93,11,10,0,6,1498,21,10,14,8,3152,38,11,24,2,156,0
19,2017,2,1,1,29,8,124,110,4,2,5,0,1353,33,8,12,0,1791,22,5,10,0,163,0
58,2017,15,6,1,28,8,146,96,5,13,0,3,3921,61,36,46,7,3478,29,6,17,0,142,0
25,2017,6,2,1,23,13,150,61,7,7,3,0,1663,28,12,18,7,2916,28,10,12,0,130,0
16,2017,2,1,1,17,15,137,60,1,6,0,2,671,11,7,1,1,824,5,4,2,0,114,0
35,2017,9,2,2,35,16,140,97,4,10,3,0,1505,25,10,21,19,4297,48,30,26,0,172,0
9,2017,10,5,3,15,14,149,27,2,5,0,0,886,13,7,6,7,1355,12,7,6,0,145,0
26,2017,4,2,1,25,11,150,54,2,7,3,0,2278,44,27,19,7,3560,35,13,16,0,123,0
21,2017,5,2,1,21,16,149,62,4,9,0,1,577,12,3,8,0,1039,11,7,8,1,104,0
13,2017,9,4,2,23,16,156,45,3,8,0,0,2599,54,26,38,6,4709,66,19,33,0,238,0
50,2017,8,4,1,40,14,149,78,2,6,6,10,1034,16,9,11,7,1750,13,7,10,0,80,0
8,2016,5,1,1,25,14,150,78,5,4,0,2,3230,67,23,28,11,2725,34,6,14,0,137,0
20,2016,13,3,2,18,14,133,46,1,5,0,0,607,11,5,8,5,957,9,5,5,0,150,0
23,2016,9,6,3,18,22,150,55,6,6,0,0,641,7,2,2,9,1227,18,6,12,0,81,0
43,2016,13,1,1,25,10,153,57,3,5,4,0,1692,35,15,17,14,3527,38,17,17,0,128,0
26,2016,10,6,2,25,14,152,76,9,8,0,0,1587,24,20,21,11,1943,27,14,13,0,152,0
24,2016,6,2,2,27,10,149,77,3,7,5,2,1227,31,10,12,18,2735,33,19,14,0,130,0
7,2016,6,2,1,20,16,151,72,1,5,0,0,1903,28,20,23,17,3107,19,22,8,1,134,0
8,2016,9,5,3,22,17,144,46,2,9,0,1,3129,74,24,27,19,6290,81,22,38,0,91,0
28,2016,10,3,1,40,14,150,96,3,12,0,2,765,17,4,9,0,762,9,3,6,0,68,0
9,2016,22,5,2,15,11,148,42,4,3,0,0,505,8,1,5,1,581,2,1,2,0,49,0
12,2016,13,7,3,20,8,151,65,1,8,0,0,1481,29,11,14,5,2800,23,16,13,0,100,0
25,2016,10,1,1,22,8,145,85,1,8,0,0,667,12,7,7,2,760,9,8,6,0,138,0
20,2016,9,1,1,31,18,135,72,7,12,0,0,2072,47,15,28,6,3724,47,18,28,0,154,0
19,2016,3,2,2,31,11,134,142,3,8,0,3,938,19,2,11,4,1588,19,11,9,0,139,0
23,2016,7,3,3,15,13,145,45,6,3,0,0,1201,21,5,12,5,3742,56,20,33,0,137,0
2,2016,2,1,1,20,11,145,63,2,8,0,1,420,6,2,5,2,588,9,3,3,0,75,0
8,2016,4,2,1,27,15,150,66,5,6,2,0,1255,19,15,15,6,3043,44,21,32,0,165,0
58,2016,20,5,3,25,9,149,80,2,9,0,0,2278,34,25,27,6,4700,29,38,30,4,222,0
14,2016,3,3,3,23,14,164,41,3,12,0,0,557,11,3,6,10,1700,23,17,22,0,201,0
46,2016,8,3,1,18,16,150,54,3,5,0,0,1103,10,20,6,0,1190,10,3,3,0,101,0
23,2016,4,2,1,26,14,137,71,1,9,0,0,505,11,5,9,2,1614,34,8,23,1,99,0
22,2016,16,14,10,44,6,148,91,10,6,0,3,1524,38,9,13,9,3827,46,12,16,0,92,0
25,2016,4,1,1,22,7,150,54,1,9,0,0,1815,34,24,19,7,4763,46,30,26,0,113,0
12,2016,3,1,1,24,16,137,44,4,9,0,0,3171,58,27,27,35,6191,69,35,66,0,128,0
10,2016,4,1,1,20,12,150,65,1,7,0,0,2103,47,13,28,1,2588,16,6,16,0,133,0
27,2016,6,3,3,19,12,149,62,1,4,0,4,2515,46,19,38,17,4171,37,21,31,5,246,0
15,2016,4,2,2,22,15,150,94,2,7,0,1,1567,24,12,20,1,3611,30,16,21,0,97,0
18,2016,6,2,1,23,13,147,62,4,7,0,2,785,14,6,5,0,901,8,11,7,0,168,0
61,2016,4,5,1,32,10,152,70,9,5,0,1,508,10,4,9,0,294,1,2,3,0,82,0
50,2016,6,3,3,23,13,148,64,6,8,0,0,618,12,1,7,0,833,8,1,6,0,84,0
8,2016,5,2,1,18,9,148,60,3,6,0,0,2533,64,16,36,5,2875,30,8,9,0,161,0
72,2016,4,5,2,30,16,150,76,2,8,0,2,2046,42,10,27,5,3125,40,18,23,0,142,0
71,2016,16,3,1,23,14,80,49,3,8,0,3,1494,31,8,26,7,2226,28,22,27,0,151,0
48,2015,5,2,2,28,13,149,76,2,10,0,0,3121,40,20,28,29,6288,55,22,43,0,302,0
65,2015,4,2,1,24,8,148,79,6,8,0,0,2168,49,13,20,1,2350,21,11,13,1,159,0
22,2015,9,3,2,33,11,137,68,4,12,2,0,2768,41,32,31,6,4887,55,33,29,2,47,0
2,2015,10,5,3,20,7,168,54,7,1,5,1,847,19,7,16,4,1808,17,7,9,0,176,0
18,2015,2,2,1,25,8,149,75,2,10,0,0,3516,56,27,36,16,5356,27,16,30,0,106,0
9,2015,3,2,1,18,15,147,61,5,7,0,0,1892,42,12,23,14,4285,58,18,32,2,155,0
32,2015,14,3,2,17,12,152,46,1,7,0,0,1914,33,14,29,3,2548,34,9,17,0,148,0
14,2015,3,2,1,18,9,145,50,3,4,0,0,770,11,6,3,2,972,15,1,7,0,105,0
37,2015,2,1,1,30,14,148,43,1,5,3,1,1201,31,7,8,4,2923,44,17,30,0,100,0
36,2015,5,2,2,16,9,147,44,4,7,3,0,1037,14,7,10,8,2352,28,23,20,2,173,0
7,2015,6,1,1,28,14,161,53,4,9,0,1,1713,35,14,13,7,3641,35,13,20,0,268,0
111,2015,9,5,1,25,10,143,77,3,17,4,3,1048,32,9,14,0,827,9,4,4,0,85,0
14,2015,7,2,2,11,11,122,12,3,3,0,0,1652,27,14,14,14,2866,36,23,21,0,187,0
17,2015,4,2,2,23,12,152,49,5,9,0,0,943,10,14,14,6,1549,11,13,5,1,76,0
16,2015,8,4,2,15,14,143,45,12,7,0,2,1646,32,11,23,5,1700,13,5,3,0,69,0
26,2015,18,10,4,30,16,177,93,18,7,0,2,1017,16,12,10,3,2691,36,13,16,0,145,0
35,2015,2,2,1,9,11,122,18,2,4,0,1,804,18,8,7,8,1649,15,20,9,0,5,0
24,2015,11,3,1,22,17,150,100,3,7,0,0,1113,16,7,18,2,2663,35,12,18,1,126,0
49,2015,6,1,1,17,9,152,64,2,7,0,0,767,14,10,9,4,1275,16,7,7,0,70,0
97,2015,15,3,2,17,16,150,40,1,4,3,0,630,15,5,11,5,456,4,1,2,0,100,0
43,2015,3,7,3,74,10,141,77,4,11,2,1,3365,50,30,34,13,7641,86,48,62,1,190,0
8,2015,3,3,2,16,16,150,51,5,4,3,1,1047,20,8,10,2,1723,26,4,13,0,70,0
51,2015,6,2,1,58,15,152,96,2,9,0,0,745,14,6,11,4,3931,61,27,51,0,107,0
33,2015,6,2,2,14,11,147,39,2,4,0,0,1259,24,6,15,15,2421,34,6,21,0,127,0
19,2015,3,1,1,15,14,141,45,3,4,0,2,677,16,6,5,0,1755,22,9,8,0,96,0
33,2014,8,4,2,35,9,126,24,4,5,0,0,658,9,7,8,4,2233,31,12,15,7,192,0
48,2014,4,2,1,24,12,153,49,2,10,0,3,1320,20,13,20,2,3935,48,23,30,2,110,0
69,2014,9,4,1,36,9,150,60,5,9,0,0,796,15,11,10,0,933,7,4,4,0,59,0
54,2014,6,2,2,39,10,150,48,3,8,0,0,1198,21,12,19,4,1391,8,6,9,0,76,0
24,2014,3,1,1,27,10,132,33,2,4,0,1,463,8,4,5,0,630,6,2,3,0,109,0
3,2014,2,1,1,16,6,143,50,3,7,0,0,487,4,5,5,3,2061,32,18,25,6,127,0
46,2014,8,4,2,47,10,137,98,5,7,0,0,2254,41,21,21,8,2939,22,6,13,0,115,0
25,2014,12,8,5,33,14,149,47,3,6,2,0,469,5,3,5,7,1629,21,18,21,0,117,0
73,2014,6,3,2,60,11,149,61,2,6,0,3,1291,20,18,15,5,1639,13,11,9,0,82,0
15,2014,5,3,1,29,12,148,62,3,8,0,0,794,17,9,11,3,1150,17,7,6,0,53,0
32,2014,14,6,1,23,12,138,81,10,7,0,0,338,4,2,4,1,907,19,5,6,0,126,0
81,2014,2,1,1,26,10,150,60,2,11,5,4,1388,26,9,12,9,3856,57,17,41,0,57,0
33,2014,5,2,1,51,12,173,83,3,8,0,2,1524,33,14,24,6,2253,22,10,17,0,155,0
113,2014,6,3,1,45,9,152,53,5,8,0,0,627,8,5,4,1,542,2,6,2,0,60,0
45,2014,3,2,1,26,10,148,58,3,7,0,0,769,8,9,8,6,1333,11,6,6,0,93,0
128,2014,9,6,5,20,13,146,66,7,6,0,1,2031,34,20,24,8,5077,59,33,24,8,100,0
60,2014,7,3,2,20,12,149,50,5,10,0,0,813,11,7,8,10,1400,19,6,11,0,104,0
51,2013,3,3,1,11,6,150,41,7,4,0,1,842,19,4,4,1,807,6,0,2,0,123,0
24,2013,5,2,1,16,13,150,77,3,8,0,0,631,12,6,9,6,250,2,0,1,0,74,0
55,2013,3,1,1,18,10,157,77,3,9,0,0,413,7,3,8,1,436,8,2,9,0,72,0
72,2013,7,1,1,27,12,142,60,3,13,7,2,494,10,6,4,1,391,4,5,2,0,52,0
41,2013,7,5,1,24,8,127,44,2,7,0,1,670,13,9,10,0,946,7,4,6,0,138,0
25,2013,15,2,1,28,16,149,41,7,6,6,0,400,8,3,5,5,1723,26,17,14,0,149,0
33,2013,6,1,1,22,10,150,61,1,7,2,0,1039,19,8,12,4,1452,10,12,13,0,63,0
0,2019,2,1,1,21,11,150,80,4,7,0,5,703,12,2,14,5,897,13,5,4,0,179,1
0,2019,4,1,1,25,11,141,83,5,5,0,9,1544,30,9,20,6,2870,35,5,16,0,116,0
0,2019,7,1,1,25,15,150,81,3,7,0,2,1935,36,12,30,11,3472,28,15,22,0,150,2
0,2019,15,8,3,21,8,122,41,2,6,0,3,1630,28,12,18,4,3222,26,13,25,0,186,2
0,2019,8,7,2,36,15,148,146,2,11,3,6,2387,50,31,27,9,4647,50,17,31,0,193,1
0,2019,9,6,3,13,12,151,44,2,2,2,3,1528,29,7,17,7,4683,59,16,31,0,316,1
0,2019,2,1,1,22,14,130,62,1,8,0,2,2851,38,26,29,3,5158,42,26,24,0,251,1
0,2019,8,2,2,20,10,149,31,3,8,0,1,1892,38,13,24,2,4259,62,16,45,2,197,1
2,2019,12,4,2,17,15,151,44,1,5,6,4,1499,23,12,13,13,2706,21,20,7,0,188,2
0,2019,2,1,1,31,14,135,85,3,10,0,1,1866,40,13,23,2,3004,37,4,13,6,129,3
1,2019,5,4,2,14,10,148,89,10,2,2,2,1141,29,6,18,3,1859,24,3,9,0,123,3
0,2019,9,2,2,28,8,156,71,9,6,5,2,1965,42,13,24,34,4664,58,21,40,1,119,1
0,2019,3,1,1,16,14,147,66,1,8,0,1,2664,40,13,18,5,2922,17,11,13,0,165,0
1,2019,5,4,2,19,13,140,62,7,6,0,2,980,19,9,8,2,911,8,5,3,0,83,2
3,2019,15,8,3,25,9,150,66,8,6,0,4,884,20,2,9,0,2467,33,6,14,0,282,0
0,2019,2,3,2,24,10,151,52,1,9,0,0,2311,47,17,21,10,3594,40,17,20,0,180,1
1,2019,5,3,2,26,6,147,72,5,7,5,1,2054,40,10,14,21,5892,72,46,42,0,157,0
0,2019,8,1,1,33,12,150,75,2,9,0,2,1064,15,6,12,1,2220,31,15,15,0,64,1
0,2019,5,1,1,34,11,150,105,1,10,0,1,1156,18,11,17,2,2634,28,8,12,0,99,1
1,2019,3,2,1,28,13,150,114,4,9,0,8,1723,22,22,24,12,3507,38,22,31,0,333,0
7,2019,4,2,1,33,11,152,123,6,7,0,8,1645,35,15,19,5,3352,58,20,25,1,117,1
2,2019,6,2,1,19,15,138,50,4,4,2,6,1491,28,8,12,9,2976,31,13,22,0,139,0
0,2019,6,1,1,28,15,147,55,2,7,0,3,1193,21,10,12,9,4791,66,25,40,3,164,1
2,2019,3,2,1,25,11,148,88,3,7,0,2,2176,46,12,27,11,3779,62,8,40,0,91,1
0,2019,7,6,3,28,15,147,63,1,7,3,3,1396,20,13,8,13,2890,32,8,17,0,266,0
3,2019,10,4,3,21,15,147,58,12,5,0,1,1302,27,4,10,16,3066,55,8,26,0,251,1
2,2019,9,5,3,30,8,151,108,18,8,0,3,1728,33,10,20,10,3273,42,17,37,0,134,1
1,2019,21,12,6,65,9,149,114,5,6,8,1,1264,25,5,6,11,1948,25,5,9,0,80,1
3,2019,3,1,1,29,10,147,54,4,8,0,4,2229,51,13,23,2,3809,30,11,15,0,155,1
