5C,PY,NAu,NAf,NAC,NP,NWT,NWA,NR,AFs,NF,NT,NSF,NWDL,NPSDL,NNSDL,NSSDL,NQDL,NWAR,NPSAR,NNSAR,NSSAR,NFAR,SAD,NDR
0,2019,9,8,2,34,11,150,46,3,4,16,2,1515,27,8,24,4,2438,26,6,19,0,157,1
1,2019,24,9,4,27,18,149,78,14,7,0,1,1078,22,3,8,4,1805,33,11,17,3,145,1
0,2019,6,3,2,13,12,149,37,3,4,0,2,3002,50,34,30,8,4653,43,18,26,1,216,1
0,2019,7,4,2,24,11,150,61,2,6,0,1,1185,19,8,15,0,2725,31,17,21,0,120,1
0,2019,6,3,2,12,14,147,27,4,4,0,1,2419,39,14,23,19,1726,19,10,8,0,191,2
0,2019,5,1,1,24,14,159,73,1,7,0,8,1334,31,9,16,3,1405,14,3,6,0,122,0
0,2019,13,5,1,21,16,149,56,6,7,0,1,1045,14,10,16,3,1760,10,13,13,0,134,0
0,2019,4,2,1,14,10,115,0,0,10,0,2,1578,34,3,15,10,2282,10,5,6,0,144,1
0,2019,7,1,1,26,16,147,66,5,7,2,2,1503,22,10,16,8,1932,22,14,11,0,159,2
0,2019,12,5,3,34,12,181,115,2,9,4,1,1607,26,10,19,4,2741,32,13,23,0,139,0
0,2019,6,4,2,24,12,148,62,7,7,0,5,1170,12,10,9,3,1961,26,8,21,1,78,1
0,2019,2,4,1,23,16,150,52,3,5,0,2,1095,18,6,15,2,1491,9,7,7,0,169,0
1,2019,3,2,2,24,9,148,83,1,7,3,5,1198,30,3,10,7,1407,27,7,14,0,145,1
4,2019,16,3,2,25,11,133,69,6,8,0,1,1807,31,14,13,24,2727,25,4,9,2,119,3
0,2019,2,1,1,21,11,150,69,3,5,0,1,1933,36,18,20,9,2437,27,7,7,0,154,1
0,2019,7,1,1,22,13,150,85,5,8,0,4,1896,32,15,23,3,4121,55,15,18,2,116,1
2,2019,4,2,1,17,12,150,45,4,5,2,9,1342,25,9,18,5,1897,21,7,12,0,170,3
0,2019,10,6,3,22,15,151,58,2,5,0,1,759,9,4,8,2,1352,21,8,11,0,194,1
2,2019,3,1,1,28,9,154,55,2,4,3,3,942,17,8,7,4,1986,24,10,13,0,156,1
2,2019,6,4,2,43,11,148,100,5,4,0,1,2015,47,5,23,8,3189,36,7,21,0,157,2
1,2019,2,1,1,31,17,151,54,2,7,0,1,4809,87,50,61,33,8050,62,23,36,0,232,0
0,2019,7,1,1,17,12,151,54,4,4,0,2,1478,28,7,19,13,2512,38,7,20,0,187,1
2,2019,6,1,1,24,12,126,74,3,7,0,1,958,17,7,11,1,1879,26,13,18,0,80,0
2,2019,15,6,2,31,13,157,63,4,6,0,24,903,17,6,8,0,827,11,2,5,0,141,1
1,2019,4,4,1,23,13,144,37,4,7,2,1,1384,20,6,10,10,2531,24,10,19,0,292,1
0,2019,8,1,1,33,15,152,80,8,5,8,2,3660,73,28,51,31,13106,139,65,81,2,206,1
3,2019,4,2,1,18,6,150,41,6,6,0,1,4701,56,36,49,46,7235,65,43,44,5,386,0
7,2019,8,2,1,21,8,147,44,7,5,0,2,2422,56,18,34,0,4240,60,12,35,0,173,1
3,2019,28,6,4,38,14,150,101,5,10,0,3,971,16,9,11,1,1544,11,5,6,0,190,2
4,2019,25,9,3,23,10,132,57,6,5,0,4,861,16,1,10,0,2046,18,12,3,2,251,0
3,2019,10,4,2,37,12,148,101,4,7,0,3,592,8,7,6,9,1417,16,9,5,0,96,1
0,2019,2,1,1,28,13,144,50,4,15,0,1,1696,34,10,18,6,2256,20,8,13,0,112,2
4,2019,7,5,2,13,13,99,41,2,5,0,1,520,8,1,2,3,619,3,5,2,0,73,0
3,2019,7,2,2,27,17,152,61,6,7,0,4,875,13,2,4,0,1235,11,5,9,0,140,0
1,2018,3,1,1,37,6,150,79,7,7,2,2,1370,26,11,22,6,2763,31,25,20,1,133,0
7,2018,8,3,1,33,11,154,86,3,8,0,1,1622,25,19,13,19,5441,73,33,47,2,140,0
3,2018,9,2,1,25,16,140,98,8,6,0,1,3577,68,32,44,20,5058,38,5,19,1,95,1
5,2018,5,3,2,10,14,142,29,3,4,0,1,318,6,0,2,0,259,1,0,2,0,130,0
8,2018,8,2,2,26,13,149,87,3,6,3,3,740,12,3,9,5,1260,8,5,4,0,187,0
3,2018,5,2,1,23,13,149,73,11,4,3,6,1838,22,15,11,6,5467,41,20,33,0,231,0
2,2018,12,5,1,23,9,151,41,7,5,0,1,1197,15,8,5,0,844,12,1,1,0,147,0
3,2018,5,1,1,18,15,150,62,1,6,0,1,1117,20,8,11,14,507,13,1,4,0,108,2
8,2018,4,3,1,23,17,148,45,2,7,0,1,1239,18,7,17,12,1333,33,7,27,0,158,0
7,2018,8,13,3,17,6,142,89,11,3,0,3,3011,61,13,39,4,3879,34,8,19,0,290,0
7,2018,9,4,1,23,10,147,54,9,5,0,2,828,15,5,8,3,1189,12,3,6,0,202,0
2,2018,3,1,1,19,10,245,55,1,4,0,2,4905,101,26,70,22,5991,49,11,33,0,278,0
2,2018,14,5,3,24,14,34,51,2,7,0,10,1066,23,7,9,4,1376,14,1,7,0,109,0
1,2018,2,1,1,37,5,151,81,3,4,4,1,2027,36,16,19,20,4839,68,33,41,0,297,2
14,2018,5,2,2,32,15,150,70,5,4,0,6,4705,68,23,54,11,7015,55,20,32,0,311,1
5,2018,16,8,5,26,18,150,68,11,6,7,3,2452,49,16,26,16,4664,43,12,29,0,172,0
7,2018,15,7,3,27,16,147,82,6,8,0,1,1777,38,19,20,13,2482,20,13,14,0,111,0
0,2018,10,1,1,29,15,154,63,9,8,0,1,2432,45,14,34,9,7703,76,29,43,0,126,0
17,2018,17,10,3,29,13,151,64,8,5,3,3,943,19,6,8,2,1342,17,3,11,0,148,0
2,2018,3,2,1,25,11,154,60,4,7,0,5,1408,19,12,16,4,1992,10,13,11,0,166,0
2,2018,3,2,2,17,14,149,55,2,9,0,1,1010,19,10,11,7,1856,15,8,10,2,203,0
4,2018,7,4,1,30,11,150,84,7,11,0,2,1089,17,8,13,15,3332,31,16,23,4,161,0
15,2018,8,2,1,23,13,148,70,1,5,0,2,916,21,11,13,12,3076,59,30,39,0,98,0
6,2018,12,4,2,23,15,150,53,14,5,0,1,1123,19,10,13,5,1589,20,7,14,0,96,0
2,2018,5,3,2,14,22,170,29,2,8,2,0,2629,60,7,29,16,2990,23,2,9,0,153,0
13,2018,15,5,1,27,9,150,66,2,7,2,11,1605,36,6,17,2,2193,31,9,24,0,144,0
7,2018,19,7,2,21,16,141,52,4,13,0,1,2761,53,24,32,20,4309,48,21,24,2,112,0
16,2018,5,5,1,32,20,150,99,15,7,3,1,767,12,6,11,5,2874,59,14,37,3,133,0
1,2018,3,2,1,17,15,150,44,2,6,0,0,2952,63,32,30,10,4290,38,24,14,3,281,0
4,2018,4,1,1,32,15,150,80,6,10,0,4,2320,37,17,22,14,5507,77,31,48,1,146,0
0,2018,7,2,1,12,12,144,29,3,3,0,2,1642,32,14,20,0,2493,20,15,16,0,210,0
8,2018,21,8,2,28,15,149,91,8,8,0,5,1534,23,10,13,22,2235,16,6,6,0,133,0
38,2018,9,2,1,29,9,142,79,3,6,0,7,658,14,6,9,2,1528,33,10,15,2,130,0
7,2018,9,3,3,24,12,151,56,5,6,0,8,686,10,1,10,5,1325,13,5,14,0,140,0
7,2018,3,1,1,15,9,148,48,4,6,0,1,3088,61,13,32,10,4921,38,11,10,0,248,0
9,2018,2,1,1,28,12,148,66,3,8,0,1,2388,48,11,22,15,4194,39,14,22,0,193,0
6,2018,5,3,1,44,8,150,90,6,6,5,10,4733,101,27,54,24,6591,58,25,35,0,202,0
11,2018,15,6,3,27,6,150,65,8,8,0,2,1387,30,7,16,5,3378,41,7,19,0,97,0
8,2018,8,2,1,23,7,142,78,5,5,0,1,1603,25,13,16,11,2836,35,4,13,0,199,0
5,2018,8,1,1,16,12,147,55,1,3,0,1,1663,22,14,12,20,3752,45,17,22,0,123,0
6,2017,4,3,2,23,7,151,87,4,5,0,1,1869,33,15,24,15,4104,51,22,36,0,200,0
5,2017,14,2,2,28,10,150,83,3,9,0,4,1039,15,10,8,2,2733,27,13,17,0,223,0
3,2017,3,1,1,22,11,143,54,3,9,0,2,1336,17,5,13,11,1614,19,10,16,0,178,0
8,2017,9,2,1,26,14,149,62,4,5,2,2,1277,24,8,13,13,2975,28,25,28,0,169,0
8,2017,9,3,1,16,17,150,36,2,5,0,6,697,11,5,9,1,803,12,5,12,0,104,0
12,2017,6,2,2,33,14,149,119,4,5,5,1,2762,56,29,36,11,9596,134,38,76,0,227,0
19,2017,3,2,1,17,10,150,38,3,8,0,1,1452,23,10,15,5,2436,17,14,13,0,212,0
14,2017,8,1,1,27,12,141,47,6,5,0,1,517,6,5,6,1,1695,26,12,15,0,105,0
81,2017,13,4,2,28,8,147,59,7,7,0,2,631,9,6,2,6,1785,24,6,15,0,48,0
6,2017,10,2,1,23,5,147,95,6,6,0,2,664,8,3,9,1,1007,10,2,6,0,93,0
8,2017,6,2,1,15,13,142,54,3,4,0,4,528,8,6,4,2,654,5,2,5,0,253,0
9,2017,5,3,2,19,9,101,74,3,5,0,3,1002,11,5,4,5,1727,17,4,11,0,111,0
20,2017,5,1,1,27,13,150,78,2,7,0,9,1089,24,7,21,4,349,2,2,3,0,59,0
4,2017,13,5,2,26,13,148,57,7,6,0,3,1997,28,19,18,4,4533,48,23,37,1,230,0
5,2017,7,1,1,26,11,150,70,1,8,0,3,478,6,2,4,0,989,13,4,9,0,170,0
23,2017,6,2,1,24,12,150,70,2,8,0,3,2796,52,17,34,9,4635,36,23,20,0,36,0
21,2017,5,1,1,22,11,136,55,1,9,0,0,873,11,8,8,1,1054,19,2,8,0,154,0
12,2017,18,5,4,32,13,150,129,12,8,0,5,1306,19,7,10,7,2022,25,10,18,1,143,0
31,2017,16,3,1,21,9,149,58,10,7,0,0,1375,25,10,17,2,1329,6,5,5,0,55,0
12,2017,5,4,1,19,16,143,41,7,5,0,2,2104,33,11,21,1,2604,34,11,24,0,82,0
3,2017,32,11,6,97,15,149,65,16,7,6,3,933,15,9,8,6,3137,57,18,21,0,244,0
25,2017,4,1,1,18,9,144,43,2,4,0,0,1031,13,9,6,9,3004,46,24,35,0,156,0
15,2017,5,3,2,35,19,150,82,11,6,8,0,2092,26,12,13,0,2709,37,17,20,0,140,0
11,2017,6,4,3,26,13,143,97,5,11,0,0,901,11,3,11,5,1881,20,10,11,1,113,0
12,2017,3,1,1,21,15,154,78,4,6,0,0,2200,44,22,17,17,3418,28,19,17,1,109,0
6,2017,9,1,1,27,11,150,141,1,8,3,2,2850,61,14,32,15,6670,100,24,59,9,182,0
5,2017,7,3,1,26,9,146,53,1,8,0,3,1802,33,10,19,3,4235,52,30,40,2,271,0
12,2017,5,3,2,29,9,148,74,7,8,0,0,1947,51,11,26,6,3204,52,8,31,1,84,0
14,2017,8,4,2,21,12,141,78,6,7,0,0,1770,40,13,25,6,2119,21,8,8,0,167,0
38,2017,5,3,3,19,9,229,144,4,2,0,0,2346,54,13,22,19,1471,25,11,14,0,128,0
64,2017,20,11,4,59,15,235,111,8,14,10,0,8234,153,68,94,58,15807,201,56,90,0,133,0
34,2017,38,26,7,63,12,183,124,9,38,4,5,3299,69,37,32,15,2113,41,18,17,0,127,0
7,2017,15,4,1,32,11,150,78,8,10,0,1,587,6,0,6,8,1694,14,5,9,0,168,0
11,2017,4,1,1,22,15,150,56,2,9,0,0,815,19,3,9,4,1321,15,10,11,0,143,0
6,2017,1,1,1,24,13,151,57,2,7,0,2,1997,36,12,18,19,3579,39,17,16,0,69,0
25,2017,12,4,2,28,9,149,98,6,9,0,0,621,10,3,7,2,1139,17,7,4,0,98,0
9,2017,2,1,1,15,12,152,40,1,4,0,0,1034,12,9,5,1,1396,17,3,6,0,112,0
56,2017,9,4,2,19,10,99,60,10,7,0,3,1605,27,13,19,10,1981,21,4,11,0,68,0
7,2017,6,2,1,22,10,143,61,5,6,3,0,899,15,11,10,8,2737,41,20,29,1,169,0
21,2017,6,2,1,22,15,146,80,2,9,0,7,2502,51,9,35,10,4757,48,9,36,0,155,0
12,2017,5,3,1,17,13,150,61,4,6,0,0,917,15,5,11,2,1124,16,2,7,0,122,0
2,2017,4,2,1,29,7,150,104,2,11,2,2,2734,52,18,27,3,4827,40,15,21,0,77,0
21,2017,9,2,1,23,9,144,65,3,7,0,1,1177,16,12,14,5,3248,26,21,22,0,167,0
7,2017,13,1,1,18,15,150,50,6,4,0,0,1002,12,9,11,2,864,8,4,4,0,182,0
39,2017,6,2,1,23,11,149,50,8,7,0,4,1266,31,9,20,0,1646,12,11,13,0,116,0
31,2017,4,3,1,21,7,129,66,10,4,0,0,2164,34,15,21,4,2236,30,16,21,0,186,0
10,2017,4,1,1,33,6,134,93,3,11,2,0,1071,15,9,9,1,1761,33,4,17,0,150,0
66,2016,2,1,1,17,9,137,46,2,7,2,0,717,11,5,8,2,675,7,2,6,0,63,0
29,2016,2,1,1,27,10,150,74,2,6,0,2,2639,52,22,28,11,4262,54,27,39,0,147,0
11,2016,6,2,1,26,15,150,115,5,6,0,1,941,20,8,9,1,735,7,8,7,0,108,0
8,2016,10,2,1,24,15,150,58,2,9,4,4,720,7,8,4,1,1460,23,5,11,0,285,0
11,2016,8,4,3,26,5,141,60,4,8,0,0,749,15,3,8,1,486,7,2,5,0,41,0
1,2016,6,3,2,21,12,147,62,8,8,0,0,597,9,2,7,7,1294,23,2,10,0,102,0
48,2016,7,5,2,17,10,149,71,5,4,0,0,734,9,7,7,0,2340,38,13,28,0,127,0
27,2016,2,1,1,28,17,149,52,2,8,0,0,1632,36,12,22,1,2636,27,14,14,0,57,0
9,2016,5,2,1,23,16,144,56,3,12,0,0,1467,22,10,17,2,3373,47,18,29,0,166,0
29,2016,16,5,2,28,10,149,64,13,7,0,2,1474,35,10,28,7,2478,37,5,25,0,251,0
13,2016,14,3,2,24,16,150,70,4,8,4,3,1953,45,14,26,13,4732,59,25,42,0,198,0
14,2016,4,2,1,36,17,150,94,2,7,0,0,3191,62,24,41,14,4233,34,19,25,0,38,0
26,2016,5,2,2,30,8,173,137,6,5,0,3,2784,55,17,32,3,4815,51,11,25,0,388,0
45,2016,9,1,1,10,11,127,15,3,3,0,0,709,7,7,8,9,983,8,8,10,0,73,0
44,2016,6,4,1,24,15,151,55,7,7,0,3,2161,38,15,25,5,4988,39,22,25,2,105,0
29,2016,6,1,1,22,18,143,54,3,8,0,0,672,16,5,5,6,1824,30,8,11,0,88,0
18,2016,9,4,1,13,8,149,32,5,5,0,1,265,5,1,3,0,308,5,1,1,0,86,0
24,2016,5,5,2,49,10,173,44,7,7,0,0,751,9,7,7,4,2120,24,12,21,1,146,0
8,2016,11,4,2,68,14,150,65,3,8,0,1,1387,21,11,15,7,2608,28,13,14,0,172,0
8,2016,11,3,2,12,13,128,38,6,5,0,1,2670,45,19,30,3,3553,33,10,19,3,71,0
11,2016,4,2,1,20,13,149,52,3,7,0,2,1209,26,9,16,5,1492,7,3,4,0,162,0
19,2016,4,1,1,20,15,151,40,2,8,0,0,566,6,3,9,4,560,6,4,5,0,60,0
86,2016,6,4,1,19,12,147,38,6,7,3,0,1666,31,18,19,6,2808,35,9,18,0,126,0
24,2016,12,3,1,24,14,139,94,8,6,0,0,850,14,2,8,7,854,3,7,2,0,98,0
13,2016,12,1,1,12,15,145,33,3,3,0,0,2353,47,9,32,3,4165,32,20,18,8,216,0
11,2016,6,3,1,23,9,150,69,4,8,0,1,1039,17,4,9,2,1142,10,7,11,0,105,0
17,2016,11,5,1,20,6,128,63,2,9,0,0,940,17,8,9,5,1223,7,5,5,0,100,0
9,2016,7,4,2,24,19,150,80,8,7,0,0,885,13,7,4,10,2195,28,9,15,1,105,0
10,2016,5,4,2,18,11,150,58,2,4,0,0,592,11,5,4,3,683,7,3,5,0,120,0
77,2016,10,8,5,36,8,148,48,1,15,0,0,2119,40,27,25,21,6693,97,42,55,0,232,0
41,2016,6,2,1,20,16,148,63,2,8,0,0,1585,30,14,21,2,2368,37,8,20,0,225,0
35,2016,11,5,1,27,10,143,73,3,10,0,2,1017,17,11,13,7,2004,25,15,16,0,205,0
16,2016,15,2,1,25,7,150,87,7,9,0,1,558,9,7,7,3,967,10,7,8,0,74,0
62,2016,13,5,2,23,10,221,69,4,6,0,0,542,5,9,9,3,1061,12,7,9,0,131,0
13,2015,5,2,1,29,10,149,85,4,8,2,3,2553,46,28,26,6,5955,56,34,29,5,194,0
24,2015,6,4,2,29,14,150,101,6,8,0,3,1088,14,5,16,13,2436,31,11,19,0,115,0
38,2015,4,3,1,26,16,144,67,2,9,0,2,1556,32,9,24,3,2343,43,7,18,0,129,0
21,2015,3,2,1,21,15,146,66,3,5,0,0,1827,31,21,19,9,4827,55,24,31,1,130,0
22,2015,9,5,2,20,15,153,70,1,8,0,0,1481,26,8,12,3,2476,21,8,19,0,148,0
17,2015,2,1,1,16,8,137,52,2,5,0,2,1457,19,13,14,11,6931,110,47,60,0,154,0
22,2015,4,2,2,22,16,155,90,5,7,0,1,1175,17,12,10,3,1493,11,2,5,0,142,0
62,2015,12,5,1,14,7,158,28,2,4,0,1,623,11,6,6,3,1566,16,11,13,1,126,0
24,2015,10,6,1,9,13,110,17,11,3,0,0,444,7,4,3,0,878,13,1,7,0,69,0
22,2015,9,2,1,19,11,143,57,5,8,0,0,1188,18,12,13,7,2215,29,15,11,0,205,0
23,2015,6,2,1,21,17,151,49,2,7,0,1,917,16,9,9,2,2337,31,25,18,2,90,0
46,2015,16,6,3,52,9,141,104,8,18,5,0,1500,36,15,15,1,2105,42,8,19,0,124,0
16,2015,23,6,1,27,13,150,84,11,4,0,2,629,10,4,7,7,1443,33,7,15,0,143,0
14,2015,11,3,2,9,13,127,35,0,4,0,0,635,14,6,7,6,1035,15,6,10,0,61,0
46,2015,12,4,1,25,14,148,83,11,7,0,8,1227,26,10,16,3,3594,59,20,33,0,24,0
201,2015,13,4,1,25,11,143,88,4,8,0,3,916,12,9,12,6,2534,36,16,22,0,138,0
30,2015,3,2,1,27,21,151,41,3,6,0,0,594,6,6,5,3,1482,26,10,15,0,171,0
28,2015,8,6,4,35,13,149,51,3,6,0,1,1782,35,15,29,36,4964,62,27,54,0,121,0
23,2015,9,2,2,47,14,149,54,7,9,0,0,1436,27,16,20,5,3637,34,24,22,0,170,0
34,2015,7,3,1,49,12,153,47,4,9,0,1,574,10,6,6,2,1534,22,14,14,1,139,0
200,2014,21,5,4,42,13,150,148,11,15,2,1,1997,48,22,28,2,2074,24,10,19,0,65,0
91,2014,7,4,1,43,9,150,57,2,8,0,0,798,13,10,10,5,2509,39,17,14,2,107,0
55,2014,6,4,1,43,12,150,58,2,8,0,0,873,19,9,12,0,273,4,0,1,0,69,0
46,2014,12,6,2,57,10,140,49,4,8,0,1,841,15,7,6,4,1652,28,4,17,0,122,0
73,2014,3,1,1,15,9,154,68,1,7,0,0,1302,24,11,16,3,2215,17,18,14,0,104,0
5,2014,4,2,2,33,11,145,57,2,4,0,0,2418,51,24,33,3,628,12,5,6,0,122,0
106,2014,5,4,1,43,15,148,48,5,8,3,1,1242,30,9,17,1,886,12,3,9,1,128,0
155,2014,18,13,5,39,9,136,40,4,5,2,4,789,17,9,15,0,1464,19,2,9,0,68,0
25,2014,3,3,2,19,10,148,59,3,6,0,1,383,9,3,5,1,776,11,6,5,0,192,0
50,2014,10,7,3,10,9,150,30,8,4,0,3,533,13,3,5,0,537,9,3,7,1,50,0
58,2014,7,1,1,14,13,147,40,2,4,0,0,877,21,6,8,2,867,13,2,10,0,39,0
17,2014,3,1,1,45,15,150,102,3,10,0,0,2410,36,18,27,9,2599,17,8,10,0,108,0
119,2014,2,1,1,21,14,150,84,3,6,0,1,1143,20,7,13,5,2781,41,13,27,0,169,0
30,2014,4,2,1,57,12,165,64,5,16,0,0,739,14,3,6,1,636,11,10,5,0,64,0
24,2014,2,1,1,15,11,150,44,3,6,0,0,1093,21,10,13,3,2448,27,15,18,2,126,0
56,2014,4,3,1,19,17,147,70,4,7,0,0,1926,41,17,21,2,3976,42,18,29,0,83,0
33,2013,7,3,1,19,6,152,54,4,6,0,0,499,5,6,7,4,932,11,4,5,0,125,0
25,2013,23,6,3,26,17,150,77,10,11,0,0,679,7,7,8,6,1630,21,4,16,0,155,0
28,2013,6,3,2,24,14,145,86,4,6,0,1,977,17,12,16,0,2405,27,15,20,0,389,0
26,2013,5,4,1,15,11,132,46,4,4,0,0,531,12,3,7,1,588,3,4,3,0,68,0
9,2013,4,1,1,21,16,139,62,2,8,0,1,411,6,4,6,1,1189,18,7,15,3,206,0
60,2013,4,3,1,8,8,148,14,4,2,0,0,464,10,3,6,2,319,4,2,3,0,55,0
7,2013,2,2,1,20,7,147,35,3,11,0,0,734,15,6,9,6,1040,21,6,9,0,117,0
49,2013,9,3,1,27,15,152,87,2,7,9,0,720,13,3,4,0,521,6,0,1,0,75,0
0,2019,12,6,1,24,8,156,43,13,7,0,1,1135,27,5,13,10,4481,54,20,30,3,136,2
0,2019,4,3,1,14,10,139,52,2,6,0,2,3161,61,20,37,14,4048,42,23,31,0,46,0
0,2019,8,2,1,29,12,147,87,3,8,0,6,1827,20,17,13,6,4131,37,31,11,0,180,1
0,2019,5,3,1,15,13,138,35,2,7,0,2,2253,52,16,28,6,1965,6,3,4,0,36,3
0,2019,3,1,1,33,8,172,127,4,7,0,15,1757,36,6,21,6,3723,57,19,25,0,137,0
0,2019,3,2,1,27,11,150,60,3,6,0,7,2145,39,11,30,18,3882,43,12,20,0,109,0
0,2019,3,3,1,15,12,147,66,1,3,2,1,1566,33,8,8,10,2048,21,3,2,0,184,3
0,2019,5,1,1,28,11,151,87,5,7,0,9,2164,39,16,29,12,4904,68,20,42,0,137,0
0,2019,3,2,1,22,10,148,36,3,6,2,5,1993,45,18,28,16,2504,18,1,7,0,93,1
0,2019,5,1,1,9,9,115,22,2,3,0,1,569,10,1,2,8,742,9,6,6,1,139,0
1,2019,5,2,1,22,13,150,62,4,6,7,3,1113,29,10,15,5,1247,13,5,4,2,122,0
0,2019,6,5,1,22,10,149,45,1,6,2,3,2406,45,28,30,4,4702,53,19,23,1,126,2
0,2019,19,11,2,27,10,150,47,3,10,0,3,817,16,3,6,5,1497,22,11,10,1,112,1
0,2019,3,1,1,26,17,154,81,0,7,9,5,2655,62,23,32,16,5248,55,22,24,2,211,1
0,2019,5,1,1,27,8,151,55,2,7,2,1,652,9,2,8,4,1575,16,12,12,1,179,0
0,2019,2,1,1,14,16,117,61,1,4,0,2,1827,29,16,21,11,5979,64,30,39,2,171,1
0,2019,15,3,1,16,14,146,35,8,4,0,4,1831,38,15,23,0,2482,29,10,16,1,171,0
0,2019,13,5,2,19,12,158,57,6,4,0,5,815,12,5,6,6,617,11,1,3,0,110,3
0,2019,4,3,3,25,7,143,70,7,8,0,1,1781,31,21,17,14,6657,84,57,53,6,281,1
1,2019,3,2,1,26,17,150,60,3,8,0,1,1724,26,12,14,4,2271,15,5,11,0,163,1
0,2019,1,1,1,21,9,150,57,1,7,0,2,1020,17,5,7,7,3845,41,37,24,1,247,0
0,2019,10,4,2,28,14,140,79,8,7,0,1,1352,19,11,16,4,5806,45,33,28,0,162,1
3,2019,11,2,1,26,11,237,66,1,8,0,7,2141,45,27,31,17,7631,113,73,84,0,145,1
1,2019,5,2,2,26,10,150,71,5,5,0,2,1318,28,13,18,8,2381,23,17,12,0,92,0
0,2019,5,2,2,18,14,149,75,3,7,0,1,1034,12,12,8,6,2548,33,27,22,3,62,0
1,2019,8,2,1,25,17,144,71,6,9,0,2,815,18,6,15,1,907,9,4,6,0,90,2
0,2019,2,2,1,28,13,152,61,3,8,2,1,753,17,5,7,2,2010,35,18,25,0,115,2
0,2019,10,2,1,26,14,147,86,3,7,0,1,454,6,3,3,2,779,4,4,5,0,153,1
1,2019,5,3,1,29,8,150,64,3,7,3,2,1244,25,11,16,4,5307,118,11,70,3,100,1
2,2019,7,3,2,40,13,151,167,6,9,0,8,1469,32,14,20,0,2141,31,9,19,0,201,1
0,2019,5,2,1,19,13,148,42,3,4,0,1,807,9,7,5,1,1664,12,10,7,0,67,3
1,2019,14,4,3,29,16,150,90,4,12,0,1,1828,36,11,13,8,3377,45,18,20,0,207,1
2,2019,9,3,2,31,8,150,63,2,9,2,1,574,11,5,4,2,800,14,3,11,0,215,1
6,2019,2,1,1,30,12,152,50,1,7,0,1,1327,23,6,14,11,2236,23,6,17,0,65,1
1,2019,9,3,1,28,10,130,53,4,10,0,1,1943,28,16,15,10,2622,42,9,20,0,128,2
1,2019,16,10,3,29,11,154,78,3,6,0,1,702,11,2,8,8,1935,26,9,14,0,157,0
2,2019,4,1,1,19,12,152,40,5,7,0,1,1034,24,5,12,6,1739,15,13,11,3,152,0
8,2019,8,1,1,31,13,148,108,5,7,0,1,1526,28,10,15,12,4064,58,21,34,1,153,1
1,2019,8,3,1,26,16,142,97,6,7,3,1,3621,50,33,33,14,5405,60,14,31,0,60,0
0,2019,8,5,1,28,12,153,111,2,7,0,4,1817,29,14,18,3,3220,48,15,12,2,293,1
1,2019,41,7,1,32,13,150,77,17,5,0,13,562,10,7,5,5,1763,20,13,7,0,88,3
4,2019,8,4,3,27,10,170,106,4,6,0,7,3694,64,25,38,31,5704,62,26,42,0,105,1
0,2019,6,5,2,29,10,150,52,5,9,0,1,677,11,3,6,3,928,9,5,8,0,154,0
1,2019,7,6,3,14,17,141,22,4,6,0,5,1155,20,6,10,6,2353,26,12,22,0,127,0
5,2019,7,1,1,28,14,149,79,1,10,0,3,2176,36,21,20,3,4728,46,26,23,2,109,0
6,2019,19,7,4,22,10,192,48,4,4,0,2,1155,28,5,11,6,2473,37,17,15,0,73,1
1,2019,4,4,2,23,13,140,89,7,5,0,7,2325,43,25,29,5,2821,15,11,8,1,223,0
3,2019,5,4,1,22,9,135,62,6,6,0,2,1729,35,9,24,1,1731,12,9,11,1,70,0
9,2019,8,5,1,22,11,127,46,3,10,0,1,560,11,3,6,0,1109,7,5,4,1,137,0
3,2018,12,5,4,16,10,147,45,6,5,0,1,1056,17,11,10,8,1684,14,10,12,0,127,0
2,2018,5,1,1,27,15,150,50,2,6,0,2,2131,35,12,12,5,2295,10,6,8,0,124,0
8,2018,11,7,3,24,10,149,86,4,11,0,3,2612,55,19,41,17,3564,38,21,32,0,156,0
1,2018,17,9,2,26,15,144,88,6,5,2,3,1694,33,10,14,19,5182,66,55,63,1,190,0
1,2018,4,1,1,24,12,139,66,2,5,0,2,701,8,6,2,2,1192,7,4,2,0,129,0
5,2018,4,1,1,30,10,148,78,2,8,0,4,2146,47,16,23,2,3010,27,10,12,0,175,0
0,2018,7,2,2,29,10,148,66,8,6,0,2,831,16,5,7,6,1071,9,5,6,1,116,0
7,2018,3,2,1,30,12,150,87,3,7,3,2,1017,14,5,11,2,2065,23,8,13,0,110,1
16,2018,10,3,1,14,17,146,41,8,4,0,1,690,10,5,9,1,1368,24,3,11,1,237,0
2,2018,12,7,1,21,14,150,57,4,8,0,1,1269,18,3,9,11,3340,36,24,27,1,139,0
9,2018,7,4,2,28,8,150,71,6,7,0,1,869,12,2,12,15,1861,29,6,14,0,130,0
9,2018,12,3,1,27,17,145,144,9,5,0,5,1112,19,5,13,10,2403,28,14,19,0,151,0
21,2018,9,2,1,32,10,146,88,4,9,0,2,1754,29,19,25,2,3315,49,18,31,0,96,0
6,2018,8,1,1,22,16,150,51,6,8,2,1,622,9,7,4,9,1567,23,8,13,0,224,0
3,2018,6,3,1,26,20,117,62,5,7,0,2,3395,57,47,34,15,6771,82,34,41,7,143,0
1,2018,5,4,1,13,19,145,51,4,2,0,2,928,14,5,12,1,2800,40,14,27,0,133,0
